tracking_id,Gene_symbol,PairingNumber
ENSG00000255330,AL096711.2,5278
ENSG00000215474,SKOR2,5279
ENSG00000130584,ZBTB46,5280
ENSG00000173369,C1QB,5281
ENSG00000089195,TRMT6,5282
ENSG00000213593,TMX2,5283
ENSG00000175664,TEX26,5284
ENSG00000105808,RASA4,5285
ENSG00000161980,POLR3K,5286
ENSG00000142185,TRPM2,5287
ENSG00000116030,SUMO1,5288
ENSG00000214338,SOGA3,5289
ENSG00000102802,MEDAG,5290
ENSG00000081913,PHLPP1,5291
ENSG00000178826,TMEM139,5292
ENSG00000085662,AKR1B1,5293
ENSG00000169297,NR0B1,5294
ENSG00000118257,NRP2,5295
ENSG00000134597,RBMX2,5296
ENSG00000189367,KIAA0408,5297
ENSG00000120280,CXorf21,5298
ENSG00000162073,PAQR4,5299
ENSG00000033800,PIAS1,5300
ENSG00000177105,RHOG,5301
ENSG00000233436,BTBD18,5302
ENSG00000079689,SCGN,5303
ENSG00000132823,OSER1,5304
ENSG00000185561,TLCD2,5305
ENSG00000131650,KREMEN2,5306
ENSG00000107796,ACTA2,5307
ENSG00000188732,FAM221A,5308
ENSG00000150556,LYPD6B,5309
ENSG00000170236,USP50,5310
ENSG00000072786,STK10,5311
ENSG00000072310,SREBF1,5312
ENSG00000198561,CTNND1,5313
ENSG00000198561,CTNND1,5314
ENSG00000103266,STUB1,5315
ENSG00000167244,IGF2,5316
ENSG00000204334,ERICH2,5317
ENSG00000112983,BRD8,5318
ENSG00000111906,HDDC2,5319
ENSG00000168906,MAT2A,5320
ENSG00000047056,WDR37,5321
ENSG00000198258,UBL5,5322
ENSG00000198258,UBL5,5323
ENSG00000198258,UBL5,5324
ENSG00000138592,USP8,5325
ENSG00000176438,SYNE3,5326
ENSG00000140988,RPS2,5327
ENSG00000128683,GAD1,5328
ENSG00000138613,APH1B,5329
ENSG00000138613,APH1B,5330
ENSG00000167104,BPIFB6,5331
ENSG00000166024,R3HCC1L,5332
ENSG00000127564,PKMYT1,5333
ENSG00000111907,TPD52L1,5334
ENSG00000114988,LMAN2L,5335
ENSG00000186523,FAM86B1,5336
ENSG00000115486,GGCX,5337
ENSG00000141385,AFG3L2,5338
ENSG00000118094,TREH,5339
ENSG00000100908,EMC9,5340
ENSG00000167323,STIM1,5341
ENSG00000254647,INS,5342
ENSG00000254647,INS,5343
ENSG00000183778,B3GALT5,5344
ENSG00000148110,MFSD14B,5345
ENSG00000176014,TUBB6,5346
ENSG00000161999,JMJD8,5347
ENSG00000138134,STAMBPL1,5348
ENSG00000171148,TADA3,5349
ENSG00000168010,ATG16L2,5350
ENSG00000265354,TIMM23,5351
ENSG00000108557,RAI1,5352
ENSG00000171791,BCL2,5353
ENSG00000092010,PSME1,5354
ENSG00000146197,SCUBE3,5355
ENSG00000185736,ADARB2,5356
ENSG00000175785,PRIMA1,5357
ENSG00000184343,SRPK3,5358
ENSG00000284779,AC132217.2,5359
ENSG00000147439,BIN3,5360
ENSG00000125733,TRIP10,5361
ENSG00000019144,PHLDB1,5362
ENSG00000166311,SMPD1,5363
ENSG00000082213,C5orf22,5364
ENSG00000130957,FBP2,5365
ENSG00000172007,RAB33B,5366
ENSG00000125875,TBC1D20,5367
ENSG00000137463,MGARP,5368
ENSG00000165140,FBP1,5369
ENSG00000140067,FAM181A,5370
ENSG00000204713,TRIM27,5371
ENSG00000266412,NCOA4,5372
ENSG00000109390,NDUFC1,5373
ENSG00000198883,PNMA5,5374
ENSG00000156990,RPUSD3,5375
ENSG00000142459,EVI5L,5376
ENSG00000159055,MIS18A,5377
ENSG00000187566,NHLRC1,5378
ENSG00000166105,GLB1L3,5379
ENSG00000183837,PNMA3,5380
ENSG00000187905,LRRC74B,5381
ENSG00000126217,MCF2L,5382
ENSG00000204335,SP5,5383
ENSG00000115756,HPCAL1,5384
ENSG00000249141,AL159163.1,5385
ENSG00000249141,AL159163.1,5386
ENSG00000249141,AL159163.1,5387
ENSG00000249141,AL159163.1,5388
ENSG00000154478,GPR26,5389
ENSG00000071242,RPS6KA2,5390
ENSG00000164134,NAA15,5391
ENSG00000138363,ATIC,5392
ENSG00000142207,URB1,5393
ENSG00000158158,CNNM4,5394
ENSG00000026103,FAS,5395
ENSG00000158941,CCAR2,5396
ENSG00000167193,CRK,5397
ENSG00000285404,Z82190.2,5398
ENSG00000133216,EPHB2,5399
ENSG00000107968,MAP3K8,5400
ENSG00000132434,LANCL2,5401
ENSG00000182334,OR5P3,5402
ENSG00000182334,OR5P3,5403
ENSG00000197892,KIF13B,5404
ENSG00000101986,ABCD1,5405
ENSG00000168803,ADAL,5406
ENSG00000183378,OVCH2,5407
ENSG00000250151,ARPC4-TTLL3,5408
ENSG00000184207,PGP,5409
ENSG00000035681,NSMAF,5410
ENSG00000129007,CALML4,5411
ENSG00000112706,IMPG1,5412
ENSG00000171014,OR4D5,5413
ENSG00000170262,MRAP,5414
ENSG00000183303,OR5P2,5415
ENSG00000183303,OR5P2,5416
ENSG00000183303,OR5P2,5417
ENSG00000183303,OR5P2,5418
ENSG00000183303,OR5P2,5419
ENSG00000183303,OR5P2,5420
ENSG00000183303,OR5P2,5421
ENSG00000183303,OR5P2,5422
ENSG00000183303,OR5P2,5423
ENSG00000183303,OR5P2,5424
ENSG00000183303,OR5P2,5425
ENSG00000183303,OR5P2,5426
ENSG00000183303,OR5P2,5427
ENSG00000183303,OR5P2,5428
ENSG00000183303,OR5P2,5429
ENSG00000183303,OR5P2,5430
ENSG00000183303,OR5P2,5431
ENSG00000183303,OR5P2,5432
ENSG00000183303,OR5P2,5433
ENSG00000183303,OR5P2,5434
ENSG00000183303,OR5P2,5435
ENSG00000183303,OR5P2,5436
ENSG00000125879,OTOR,5437
ENSG00000109320,NFKB1,5438
ENSG00000196248,OR10S1,5439
ENSG00000198674,OR10G6,5440
ENSG00000100150,DEPDC5,5441
ENSG00000198753,PLXNB3,5442
ENSG00000254737,OR10G4,5443
ENSG00000254737,OR10G4,5444
ENSG00000254737,OR10G4,5445
ENSG00000241553,ARPC4,5446
ENSG00000112096,SOD2,5447
ENSG00000136286,MYO1G,5448
ENSG00000145022,TCTA,5449
ENSG00000186190,BPIFB3,5450
ENSG00000149636,DSN1,5451
ENSG00000183918,SH2D1A,5452
ENSG00000124194,GDAP1L1,5453
ENSG00000059377,TBXAS1,5454
ENSG00000090263,MRPS33,5455
ENSG00000067560,RHOA,5456
ENSG00000147010,SH3KBP1,5457
ENSG00000122643,NT5C3A,5458
ENSG00000135900,MRPL44,5459
ENSG00000282419,TEX13D,5460
ENSG00000282419,TEX13D,5461
ENSG00000182974,AC135068.1,5462
ENSG00000280709,LINC02203,5463
ENSG00000280709,LINC02203,5464
ENSG00000125851,PCSK2,5465
ENSG00000062194,GPBP1,5466
ENSG00000062194,GPBP1,5467
ENSG00000278803,AC236972.4,5468
ENSG00000278803,AC236972.4,5469
ENSG00000278803,AC236972.4,5470
ENSG00000278803,AC236972.4,5471
ENSG00000137478,FCHSD2,5472
ENSG00000125255,SLC10A2,5473
ENSG00000279408,AC135068.3,5474
ENSG00000279408,AC135068.3,5475
ENSG00000236981,OR10G9,5476
ENSG00000236981,OR10G9,5477
ENSG00000236981,OR10G9,5478
ENSG00000225110,PNMA6F,5479
ENSG00000225110,PNMA6F,5480
ENSG00000100139,MICALL1,5481
ENSG00000234560,OR10G8,5482
ENSG00000234560,OR10G8,5483
ENSG00000234560,OR10G8,5484
ENSG00000172890,NADSYN1,5485
ENSG00000100628,ASB2,5486
ENSG00000135622,SEMA4F,5487
ENSG00000164089,ETNPPL,5488
ENSG00000121898,CPXM2,5489
ENSG00000261115,TMEM178B,5490
ENSG00000156218,ADAMTSL3,5491
ENSG00000162337,LRP5,5492
ENSG00000175395,ZNF25,5493
ENSG00000232629,HLA-DQB2,5494
ENSG00000146457,WTAP,5495
ENSG00000142102,PGGHG,5496
ENSG00000135070,ISCA1,5497
ENSG00000135070,ISCA1,5498
ENSG00000059915,PSD,5499
ENSG00000094880,CDC23,5500
ENSG00000171766,GATM,5501
ENSG00000120685,PROSER1,5502
ENSG00000197296,FITM2,5503
ENSG00000137364,TPMT,5504
ENSG00000127837,AAMP,5505
ENSG00000151033,LYZL2,5506
ENSG00000137078,SIT1,5507
ENSG00000106049,HIBADH,5508
ENSG00000095777,MYO3A,5509
ENSG00000214897,PNMA6E,5510
ENSG00000214897,PNMA6E,5511
ENSG00000101074,R3HDML,5512
ENSG00000168291,PDHB,5513
ENSG00000228075,BOD1L2,5514
ENSG00000135312,HTR1B,5515
ENSG00000177511,ST8SIA3,5516
ENSG00000026297,RNASET2,5517
ENSG00000026297,RNASET2,5518
ENSG00000026297,RNASET2,5519
ENSG00000026297,RNASET2,5520
ENSG00000107872,FBXL15,5521
ENSG00000128973,CLN6,5522
ENSG00000188089,PLA2G4E,5523
ENSG00000182634,OR10G7,5524
ENSG00000182634,OR10G7,5525
ENSG00000182634,OR10G7,5526
ENSG00000149124,GLYAT,5527
ENSG00000112984,KIF20A,5528
ENSG00000119547,ONECUT2,5529
ENSG00000281179,AC135068.8,5530
ENSG00000281179,AC135068.8,5531
ENSG00000281179,AC135068.8,5532
ENSG00000281179,AC135068.8,5533
ENSG00000281179,AC135068.8,5534
ENSG00000281179,AC135068.8,5535
ENSG00000281179,AC135068.8,5536
ENSG00000281179,AC135068.8,5537
ENSG00000281179,AC135068.8,5538
ENSG00000281179,AC135068.8,5539
ENSG00000281179,AC135068.8,5540
ENSG00000281179,AC135068.8,5541
ENSG00000281179,AC135068.8,5542
ENSG00000281179,AC135068.8,5543
ENSG00000281179,AC135068.8,5544
ENSG00000281179,AC135068.8,5545
ENSG00000281179,AC135068.8,5546
ENSG00000281179,AC135068.8,5547
ENSG00000281179,AC135068.8,5548
ENSG00000281179,AC135068.8,5549
ENSG00000281179,AC135068.8,5550
ENSG00000281179,AC135068.8,5551
ENSG00000281179,AC135068.8,5552
ENSG00000281179,AC135068.8,5553
ENSG00000281179,AC135068.8,5554
ENSG00000281179,AC135068.8,5555
ENSG00000281179,AC135068.8,5556
ENSG00000281179,AC135068.8,5557
ENSG00000281179,AC135068.8,5558
ENSG00000281179,AC135068.8,5559
ENSG00000281179,AC135068.8,5560
ENSG00000281179,AC135068.8,5561
ENSG00000281179,AC135068.8,5562
ENSG00000281179,AC135068.8,5563
ENSG00000281179,AC135068.8,5564
ENSG00000281179,AC135068.8,5565
ENSG00000281179,AC135068.8,5566
ENSG00000281179,AC135068.8,5567
ENSG00000281179,AC135068.8,5568
ENSG00000281179,AC135068.8,5569
ENSG00000281179,AC135068.8,5570
ENSG00000281179,AC135068.8,5571
ENSG00000281179,AC135068.8,5572
ENSG00000281179,AC135068.8,5573
ENSG00000281179,AC135068.8,5574
ENSG00000281179,AC135068.8,5575
ENSG00000281179,AC135068.8,5576
ENSG00000281179,AC135068.8,5577
ENSG00000281179,AC135068.8,5578
ENSG00000281179,AC135068.8,5579
ENSG00000281179,AC135068.8,5580
ENSG00000281179,AC135068.8,5581
ENSG00000281179,AC135068.8,5582
ENSG00000281179,AC135068.8,5583
ENSG00000281179,AC135068.8,5584
ENSG00000281179,AC135068.8,5585
ENSG00000281179,AC135068.8,5586
ENSG00000281179,AC135068.8,5587
ENSG00000241106,HLA-DOB,5588
ENSG00000168763,CNNM3,5589
ENSG00000114349,GNAT1,5590
ENSG00000183513,COA5,5591
ENSG00000115758,ODC1,5592
ENSG00000183036,PCP4,5593
ENSG00000096996,IL12RB1,5594
ENSG00000285441,SOD2,5595
ENSG00000120437,ACAT2,5596
ENSG00000120437,ACAT2,5597
ENSG00000075290,WNT8B,5598
ENSG00000153246,PLA2R1,5599
ENSG00000100095,SEZ6L,5600
ENSG00000250264,AL669918.1,5601
ENSG00000197594,ENPP1,5602
ENSG00000163126,ANKRD23,5603
ENSG00000163126,ANKRD23,5604
ENSG00000204267,TAP2,5605
ENSG00000052841,TTC17,5606
ENSG00000285509,AP000646.1,5607
ENSG00000188266,HYKK,5608
ENSG00000109927,TECTA,5609
ENSG00000145675,PIK3R1,5610
ENSG00000091490,SEL1L3,5611
ENSG00000184659,FOXD4L4,5612
ENSG00000120438,TCP1,5613
ENSG00000279000,OR10A6,5614
ENSG00000279000,OR10A6,5615
ENSG00000279000,OR10A6,5616
ENSG00000279000,OR10A6,5617
ENSG00000279000,OR10A6,5618
ENSG00000279000,OR10A6,5619
ENSG00000257093,DENND11,5620
ENSG00000105894,PTN,5621
ENSG00000170683,OR10A3,5622
ENSG00000170683,OR10A3,5623
ENSG00000170683,OR10A3,5624
ENSG00000170683,OR10A3,5625
ENSG00000170683,OR10A3,5626
ENSG00000170683,OR10A3,5627
ENSG00000147133,TAF1,5628
ENSG00000046651,OFD1,5629
ENSG00000064393,HIPK2,5630
ENSG00000119537,KDSR,5631
ENSG00000172086,KRCC1,5632
ENSG00000204704,OR2W1,5633
ENSG00000204704,OR2W1,5634
ENSG00000006530,AGK,5635
ENSG00000213337,ANKRD39,5636
ENSG00000054983,GALC,5637
ENSG00000174109,C16orf91,5638
ENSG00000182261,NLRP10,5639
ENSG00000284395,AL032819.3,5640
ENSG00000154114,TBCEL,5641
ENSG00000138050,THUMPD2,5642
ENSG00000269964,MEI4,5643
ENSG00000099308,MAST3,5644
ENSG00000235272,RAMACL,5645
ENSG00000235272,RAMACL,5646
ENSG00000189420,ZFP92,5647
ENSG00000100330,MTMR3,5648
ENSG00000162191,UBXN1,5649
ENSG00000197599,CCDC154,5650
ENSG00000173272,MZT2A,5651
ENSG00000132514,CLEC10A,5652
ENSG00000132514,CLEC10A,5653
ENSG00000166181,API5,5654
ENSG00000198814,GK,5655
ENSG00000217128,FNIP1,5656
ENSG00000004660,CAMKK1,5657
ENSG00000115520,COQ10B,5658
ENSG00000250317,SMIM20,5659
ENSG00000157916,RER1,5660
ENSG00000167716,WDR81,5661
ENSG00000013392,RWDD2A,5662
ENSG00000162426,SLC45A1,5663
ENSG00000083097,DOP1A,5664
ENSG00000138131,LOXL4,5665
ENSG00000114841,DNAH1,5666
ENSG00000160299,PCNT,5667
ENSG00000196632,WNK3,5668
ENSG00000241127,YAE1,5669
ENSG00000163817,SLC6A20,5670
ENSG00000163817,SLC6A20,5671
ENSG00000133433,GSTT2B,5672
ENSG00000090989,EXOC1,5673
ENSG00000165078,CPA6,5674
ENSG00000094755,GABRP,5675
ENSG00000157911,PEX10,5676
ENSG00000204592,HLA-E,5677
ENSG00000185013,NT5C1B,5678
ENSG00000113643,RARS,5679
ENSG00000188352,FOCAD,5680
ENSG00000286224,AP000471.1,5681
ENSG00000167536,DHRS13,5682
ENSG00000158987,RAPGEF6,5683
ENSG00000100503,NIN,5684
ENSG00000080503,SMARCA2,5685
ENSG00000177830,CHID1,5686
ENSG00000165272,AQP3,5687
ENSG00000183023,SLC8A1,5688
ENSG00000206013,IFITM5,5689
ENSG00000206013,IFITM5,5690
ENSG00000131183,SLC34A1,5691
ENSG00000198791,CNOT7,5692
ENSG00000175387,SMAD2,5693
ENSG00000215906,LACTBL1,5694
ENSG00000227868,TEX46,5695
ENSG00000122012,SV2C,5696
ENSG00000172354,GNB2,5697
ENSG00000214360,EFCAB9,5698
ENSG00000100982,PCIF1,5699
ENSG00000013375,PGM3,5700
ENSG00000168246,UBTD2,5701
ENSG00000168040,FADD,5702
ENSG00000152620,NADK2,5703
ENSG00000089723,OTUB2,5704
ENSG00000149328,GLB1L2,5705
ENSG00000198846,TOX,5706
ENSG00000007384,RHBDF1,5707
ENSG00000099984,GSTT2,5708
ENSG00000160233,LRRC3,5709
ENSG00000215126,CBWD6,5710
ENSG00000183248,PRR36,5711
ENSG00000089737,DDX24,5712
ENSG00000198074,AKR1B10,5713
ENSG00000198074,AKR1B10,5714
ENSG00000198074,AKR1B10,5715
ENSG00000176635,HORMAD2,5716
ENSG00000285762,AC253536.7,5717
ENSG00000099977,DDT,5718
ENSG00000171017,LRRC8E,5719
ENSG00000068400,GRIPAP1,5720
ENSG00000106258,CYP3A5,5721
ENSG00000106258,CYP3A5,5722
ENSG00000106258,CYP3A5,5723
ENSG00000106258,CYP3A5,5724
ENSG00000106258,CYP3A5,5725
ENSG00000106258,CYP3A5,5726
ENSG00000106258,CYP3A5,5727
ENSG00000106258,CYP3A5,5728
ENSG00000106258,CYP3A5,5729
ENSG00000067369,TP53BP1,5730
ENSG00000112877,CEP72,5731
ENSG00000196570,PFN3,5732
ENSG00000275342,PRAG1,5733
ENSG00000165487,MICU2,5734
ENSG00000106648,GALNTL5,5735
ENSG00000049656,CLPTM1L,5736
ENSG00000067177,PHKA1,5737
ENSG00000136574,GATA4,5738
ENSG00000119943,PYROXD2,5739
ENSG00000137135,ARHGEF39,5740
ENSG00000171368,TPPP,5741
ENSG00000196437,ZNF569,5742
ENSG00000166171,DPCD,5743
ENSG00000165271,NOL6,5744
ENSG00000171827,ZNF570,5745
ENSG00000250741,NT5C1B-RDH14,5746
ENSG00000125885,MCM8,5747
ENSG00000141977,CIB3,5748
ENSG00000253958,CLDN23,5749
ENSG00000107159,CA9,5750
ENSG00000166169,POLL,5751
ENSG00000129003,VPS13C,5752
ENSG00000146243,IRAK1BP1,5753
ENSG00000188573,FBLL1,5754
ENSG00000159884,CCDC107,5755
ENSG00000147324,MFHAS1,5756
ENSG00000154978,VOPP1,5757
ENSG00000159197,KCNE2,5758
ENSG00000168672,LRATD2,5759
ENSG00000198743,SLC5A3,5760
ENSG00000148120,AOPEP,5761
ENSG00000172331,BPGM,5762
ENSG00000165669,FAM204A,5763
ENSG00000146247,PHIP,5764
ENSG00000156170,NDUFAF6,5765
ENSG00000138780,GSTCD,5766
ENSG00000243927,MRPS6,5767
ENSG00000120137,PANK3,5768
ENSG00000165675,ENOX2,5769
ENSG00000240857,RDH14,5770
ENSG00000103152,MPG,5771
ENSG00000212993,POU5F1B,5772
ENSG00000185201,IFITM2,5773
ENSG00000185201,IFITM2,5774
ENSG00000185201,IFITM2,5775
ENSG00000185201,IFITM2,5776
ENSG00000185201,IFITM2,5777
ENSG00000165097,KDM1B,5778
ENSG00000185885,IFITM1,5779
ENSG00000185885,IFITM1,5780
ENSG00000185885,IFITM1,5781
ENSG00000185885,IFITM1,5782
ENSG00000185885,IFITM1,5783
ENSG00000165188,RNF183,5784
ENSG00000115593,SMYD1,5785
ENSG00000103148,NPRL3,5786
ENSG00000135919,SERPINE2,5787
ENSG00000282301,CYP3A7-CYP3A51P,5788
ENSG00000282301,CYP3A7-CYP3A51P,5789
ENSG00000282301,CYP3A7-CYP3A51P,5790
ENSG00000282301,CYP3A7-CYP3A51P,5791
ENSG00000282301,CYP3A7-CYP3A51P,5792
ENSG00000282301,CYP3A7-CYP3A51P,5793
ENSG00000282301,CYP3A7-CYP3A51P,5794
ENSG00000282301,CYP3A7-CYP3A51P,5795
ENSG00000282301,CYP3A7-CYP3A51P,5796
ENSG00000099725,PRKY,5797
ENSG00000236699,ARHGEF38,5798
ENSG00000286235,AL035461.3,5799
ENSG00000142089,IFITM3,5800
ENSG00000142089,IFITM3,5801
ENSG00000142089,IFITM3,5802
ENSG00000142089,IFITM3,5803
ENSG00000142089,IFITM3,5804
ENSG00000088766,CRLS1,5805
ENSG00000241233,KRTAP5-8,5806
ENSG00000241233,KRTAP5-8,5807
ENSG00000241233,KRTAP5-8,5808
ENSG00000160870,CYP3A7,5809
ENSG00000160870,CYP3A7,5810
ENSG00000160870,CYP3A7,5811
ENSG00000160870,CYP3A7,5812
ENSG00000160870,CYP3A7,5813
ENSG00000160870,CYP3A7,5814
ENSG00000160870,CYP3A7,5815
ENSG00000160870,CYP3A7,5816
ENSG00000160870,CYP3A7,5817
ENSG00000170255,MRGPRX1,5818
ENSG00000170255,MRGPRX1,5819
ENSG00000170255,MRGPRX1,5820
ENSG00000170255,MRGPRX1,5821
ENSG00000170255,MRGPRX1,5822
ENSG00000170255,MRGPRX1,5823
ENSG00000170255,MRGPRX1,5824
ENSG00000170255,MRGPRX1,5825
ENSG00000170255,MRGPRX1,5826
ENSG00000170255,MRGPRX1,5827
ENSG00000170255,MRGPRX1,5828
ENSG00000170255,MRGPRX1,5829
ENSG00000170255,MRGPRX1,5830
ENSG00000170255,MRGPRX1,5831
ENSG00000170255,MRGPRX1,5832
ENSG00000101981,F9,5833
ENSG00000138785,INTS12,5834
ENSG00000149639,SOGA1,5835
ENSG00000004487,KDM1A,5836
ENSG00000128944,KNSTRN,5837
ENSG00000137822,TUBGCP4,5838
ENSG00000175262,C1orf127,5839
ENSG00000183479,TREX2,5840
ENSG00000184347,SLIT3,5841
ENSG00000164941,INTS8,5842
ENSG00000214941,ZSWIM7,5843
ENSG00000157625,TAB3,5844
ENSG00000157999,ANKRD61,5845
ENSG00000133112,TPT1,5846
ENSG00000086232,EIF2AK1,5847
ENSG00000115540,MOB4,5848
ENSG00000174705,SH3PXD2B,5849
ENSG00000137474,MYO7A,5850
ENSG00000182512,GLRX5,5851
ENSG00000136267,DGKB,5852
ENSG00000163586,FABP1,5853
ENSG00000274102,OR4M2,5854
ENSG00000183706,OR4N4,5855
ENSG00000183706,OR4N4,5856
ENSG00000100142,POLR2F,5857
ENSG00000149527,PLCH2,5858
ENSG00000285472,AC134980.3,5859
ENSG00000285472,AC134980.3,5860
ENSG00000055044,NOP58,5861
ENSG00000115446,UNC50,5862
ENSG00000080293,SCTR,5863
ENSG00000213397,HAUS7,5864
ENSG00000183695,MRGPRX2,5865
ENSG00000183695,MRGPRX2,5866
ENSG00000183695,MRGPRX2,5867
ENSG00000183695,MRGPRX2,5868
ENSG00000183695,MRGPRX2,5869
ENSG00000183695,MRGPRX2,5870
ENSG00000183695,MRGPRX2,5871
ENSG00000183695,MRGPRX2,5872
ENSG00000183695,MRGPRX2,5873
ENSG00000183695,MRGPRX2,5874
ENSG00000183695,MRGPRX2,5875
ENSG00000183695,MRGPRX2,5876
ENSG00000183695,MRGPRX2,5877
ENSG00000183695,MRGPRX2,5878
ENSG00000183695,MRGPRX2,5879
ENSG00000157680,DGKI,5880
ENSG00000125864,BFSP1,5881
ENSG00000168743,NPNT,5882
ENSG00000177363,LRRN4CL,5883
ENSG00000169641,LUZP1,5884
ENSG00000119714,GPR68,5885
ENSG00000158526,TSR2,5886
ENSG00000273217,AC008695.1,5887
ENSG00000102302,FGD1,5888
ENSG00000106305,AIMP2,5889
ENSG00000140505,CYP1A2,5890
ENSG00000109956,B3GAT1,5891
ENSG00000140265,ZSCAN29,5892
ENSG00000196639,HRH1,5893
ENSG00000100146,SOX10,5894
ENSG00000136099,PCDH8,5895
ENSG00000214944,ARHGEF28,5896
ENSG00000184530,C6orf58,5897
ENSG00000102678,FGF9,5898
ENSG00000174032,SLC25A30,5899
ENSG00000128346,C22orf23,5900
ENSG00000186191,BPIFB4,5901
ENSG00000182492,BGN,5902
ENSG00000166569,CPLX4,5903
ENSG00000137274,BPHL,5904
ENSG00000214753,HNRNPUL2,5905
ENSG00000214753,HNRNPUL2,5906
ENSG00000166922,SCG5,5907
ENSG00000116016,EPAS1,5908
ENSG00000176571,CNBD1,5909
ENSG00000119541,VPS4B,5910
ENSG00000074695,LMAN1,5911
ENSG00000035928,RFC1,5912
ENSG00000179580,RNF151,5913
ENSG00000168000,BSCL2,5914
ENSG00000133475,GGT2,5915
ENSG00000166483,WEE1,5916
ENSG00000068831,RASGRP2,5917
ENSG00000141027,NCOR1,5918
ENSG00000273514,FOXD4L6,5919
ENSG00000047365,ARAP2,5920
ENSG00000151914,DST,5921
ENSG00000127445,PIN1,5922
ENSG00000127445,PIN1,5923
ENSG00000156110,ADK,5924
ENSG00000137267,TUBB2A,5925
ENSG00000104626,ERI1,5926
ENSG00000114857,NKTR,5927
ENSG00000164081,TEX264,5928
ENSG00000078142,PIK3C3,5929
ENSG00000153902,LGI4,5930
ENSG00000006451,RALA,5931
ENSG00000108405,P2RX1,5932
ENSG00000164938,TP53INP1,5933
ENSG00000046653,GPM6B,5934
ENSG00000206077,ZDHHC11B,5935
ENSG00000131050,BPIFA2,5936
ENSG00000175305,CCNE2,5937
ENSG00000196381,ZNF781,5938
ENSG00000166923,GREM1,5939
ENSG00000164080,RAD54L2,5940
ENSG00000214357,NEURL1B,5941
ENSG00000153879,CEBPG,5942
ENSG00000182272,B4GALNT4,5943
ENSG00000176697,BDNF,5944
ENSG00000162188,GNG3,5945
ENSG00000131188,PRR7,5946
ENSG00000221946,FXYD7,5947
ENSG00000119125,GDA,5948
ENSG00000253304,TMEM200B,5949
ENSG00000234857,HNRNPUL2-BSCL2,5950
ENSG00000234857,HNRNPUL2-BSCL2,5951
ENSG00000132361,CLUH,5952
ENSG00000169067,ACTBL2,5953
ENSG00000131187,F12,5954
ENSG00000048991,R3HDM1,5955
ENSG00000159023,EPB41,5956
ENSG00000266964,FXYD1,5957
ENSG00000131100,ATP6V1E1,5958
ENSG00000275052,PPP4R3B,5959
ENSG00000120784,ZFP30,5960
ENSG00000133401,PDZD2,5961
ENSG00000214534,ZNF705E,5962
ENSG00000263639,MSMB,5963
ENSG00000286102,AP000552.4,5964
ENSG00000198055,GRK6,5965
ENSG00000093183,SEC22C,5966
ENSG00000158483,FAM86C1,5967
ENSG00000274600,RIMBP3B,5968
ENSG00000229453,SPINK8,5969
ENSG00000169635,HIC2,5970
ENSG00000204576,PRR3,5971
ENSG00000109016,DHRS7B,5972
ENSG00000127463,EMC1,5973
ENSG00000188486,H2AFX,5974
ENSG00000157778,PSMG3,5975
ENSG00000144115,THNSL2,5976
ENSG00000172543,CTSW,5977
ENSG00000139988,RDH12,5978
ENSG00000154839,SKA1,5979
ENSG00000074410,CA12,5980
ENSG00000161944,ASGR2,5981
ENSG00000204590,GNL1,5982
ENSG00000196305,IARS,5983
ENSG00000154328,NEIL2,5984
ENSG00000187546,AGMO,5985
ENSG00000270505,IGHV1OR15-1,5986
ENSG00000270505,IGHV1OR15-1,5987
ENSG00000270505,IGHV1OR15-1,5988
ENSG00000270505,IGHV1OR15-1,5989
ENSG00000270505,IGHV1OR15-1,5990
ENSG00000270505,IGHV1OR15-1,5991
ENSG00000270505,IGHV1OR15-1,5992
ENSG00000270505,IGHV1OR15-1,5993
ENSG00000270505,IGHV1OR15-1,5994
ENSG00000270505,IGHV1OR15-1,5995
ENSG00000270505,IGHV1OR15-1,5996
ENSG00000270505,IGHV1OR15-1,5997
ENSG00000270505,IGHV1OR15-1,5998
ENSG00000270505,IGHV1OR15-1,5999
ENSG00000270505,IGHV1OR15-1,6000
ENSG00000270505,IGHV1OR15-1,6001
ENSG00000270505,IGHV1OR15-1,6002
ENSG00000270505,IGHV1OR15-1,6003
ENSG00000270505,IGHV1OR15-1,6004
ENSG00000270505,IGHV1OR15-1,6005
ENSG00000270505,IGHV1OR15-1,6006
ENSG00000270505,IGHV1OR15-1,6007
ENSG00000270505,IGHV1OR15-1,6008
ENSG00000270505,IGHV1OR15-1,6009
ENSG00000270505,IGHV1OR15-1,6010
ENSG00000270505,IGHV1OR15-1,6011
ENSG00000270505,IGHV1OR15-1,6012
ENSG00000270505,IGHV1OR15-1,6013
ENSG00000270505,IGHV1OR15-1,6014
ENSG00000270505,IGHV1OR15-1,6015
ENSG00000270505,IGHV1OR15-1,6016
ENSG00000270505,IGHV1OR15-1,6017
ENSG00000270505,IGHV1OR15-1,6018
ENSG00000270505,IGHV1OR15-1,6019
ENSG00000270505,IGHV1OR15-1,6020
ENSG00000270505,IGHV1OR15-1,6021
ENSG00000270505,IGHV1OR15-1,6022
ENSG00000270505,IGHV1OR15-1,6023
ENSG00000270505,IGHV1OR15-1,6024
ENSG00000270505,IGHV1OR15-1,6025
ENSG00000270505,IGHV1OR15-1,6026
ENSG00000270505,IGHV1OR15-1,6027
ENSG00000270505,IGHV1OR15-1,6028
